id,text,stereotype_a1
s_3181,"El poder judicial debe ser independiente para asegurar separación de poderes.
Y yo no voto PP, son lo mismo que PSOE, PODEMOS, ERC, BILDU...
Yo sí creo en la democracia y quiero separación de poderes. Me da igual quien gobierne, quiero democracia.",0
s_3253,"La ignorancia del ""vienen a por nosotros"" !Como se nota que tienes algo que llevarte a la boca! Porque si tuvieras hambre sabrías lo que es la desesperación

Pero aquí nos tienes a los españoles que vinimos al Reino Unido y ahora con Brexit ""venimos a robarles el trabajo""
😡",1
s_1861,"Lo primero lleva siendo así desde siempre, y con en PEPE y su maravilloso 25% de paro no de que hablas la verdad. Poco a poco 😉.
Lo segundo es mentira directamente, y para iluminarte mi querido noamigo fascista, te recomendaría mirarte la carga fiscal de cada país de Europa.",0
s_301,Pues mira parte de eapaña esta hecha por hombros de inmigrantes ..,1
s_2124,señor ministro de trabajo....si realmente nos tenemos que creer las cifras fraudulentas y delictivas que su ministerio da de forma tendenciosas y sesgadas y las cifras son tan buenas de acuerdo a su tara mental...¿ para que tanto interés en derogar la reforma laboral? Cínico!!!,0
s_2656,Si menos mal queno nos da por volver a los que estamos fuera de España !!!,0
s_415,"Santiago Abascal en 'Espejo Público': ""Los andaluces no tienen que pagar la sanidad a los inmigrantes ilegales"" URL",1
s_2008,"En 2012 era el primer año de gobierno de Rajoy, tras más de 7 de ZP. Lo suyo es comparar como coge el pais cada mandatario y como lo deja, para ver si mejora o no, y ver si las políticas implementadas funcionan URL",0
s_4069,"8.48
----
Una madre y su hijo desahuciados por no poder pagar el alquiler.
Como no son delincuentes okupas dejan su hogar.
Por ellos no se manifiestan ni podemitas ni la PAH.
Para ellos no hay hoteles como para los inmigrantes en Canarias.

(@user)
URL",1
s_494,"El cuento de las escuelas, los hospitales y las carreteras ya no cuelan. Eso se hace con poco dinero. Hablemos de mantener a las 17 sanguijuelas, partidos políticos, ONG, sindicatos, inmigrantes ilegales, chiringuitos autonómicos, y vete tu a saber qué más!
Iros a pastar cardos!",1
s_2669,¿Cuándo empieza la burbuja y cuando acaba? empieza en 1997 y acaba en 2012. El pico más alto de precios 2008 a 2013.,0
s_820,"A los legales les exigen que paguen copagos hasta los 10 años de residencia ""legal"" en España. Es decir, que además de pagar sus impuestos la sanidad les cueste más. Son racistas y xenófobos. Lo de que la sanidad sea un derecho, ya lo hablamos en otro momento.",1
s_11,Imbéciles universales es lo que son éstos.,0
s_2271,"Protección de la gente?, no renovando bajas laborales la SS y el INSS a enfermos/as mentales no curados con diversos trastornos?, teniendo que acudir a la vía judicial?",0
s_1476,Pretenden acabar con todas las tradiciones cristianas.,1
s_2253,"Se financia de personas opositoras a un régimen teocratico que mata a gays y a las mujeres las tratan peor que a los perros, mientras Podemos se financiaba del gobierno asesino irán, tal cómo reconoce Pablo Iglesias. El opus dei no tiene nada de malo y lo de Yunke no es verdad.",0
s_4109,"5.70 INMIGRACION.
""Dios Mio. ¡Cuanto Horror!, ¡Cuanta Impunidad! y cuanto olvido para las victimas.
-----------------
En busca y captura un menor marroquí acusado de violar a una niña de 12 años en Marbella URL vía @user",1
s_2841,"Madre mía, menuda escoria humana.",0
s_1287,Que se eche talco,0
s_1147,"Este sigue con su retahíla, le han dicho que tiene que repetir una y otra vez que todo es racismo, un retarder al servicio de los podemonguers",0
s_47,"No veo yo que se hable mucho de que a partir de ahora, todos los españoles vamos a pagar la sanidad a los inmigrantes ilegales. Sanidad pública universal para todos, fuera las concertinas de la valla de Ceuta y Melilla (que puso Zapatero) y ayudas y dinero para todos.",1
s_3652,"y digo yo, este con que legitimidad firma un acuerdo tan TRASCENDENTAL E IMPORTANTE que supone la entrada descontrolada de millones de inmigrantes mas a España REPRESENTANDO AL 20% DE LOS ESPAÑOLES y 84 diputados? ,",1
s_2039,Es para que veas que no es nuevo.,0
s_2784,¿Lo pillas?,0
s_2706,"Bueno, veo que eres de los que te haces una opinión por el fisico de las personas, muy científico y muy maduro!!
Men sana in corpore sano!!
Afortunadamente he estudiado, tengo mi carrera de derecho y mi trabajo desde hace muchos años!!
Al menos no me escondo en mi foto de perfil.",0
s_1372,Que me lo dejen Ami que yo le explicó,0
s_363,La empresa de inteligencia artificial de los Aznar capta 68 millones desde el paraíso fiscal de Bermudas. En eso consiste el patriotismo sobre el que nos sigue dando lecciones el tipo que rodeó gobernado de corruptos. URL,0
s_3810,"Pero no se habla de los antecedentes penales previos, que es el dato que había facilitado el otro tuitero",0
s_3420,"La inmigración ilegal en España no es un problema real. Es muy baja. Y nadie está diciendo que no haya que regularla, de hecho es lo que se regula en ese tratado. Pero vamos, con la cantidad de pisos vacíos que hay en España a nadie le haría falta pagar alquiler",0
s_2233,"🤣🤣🤣🤣 es totalmente al revés, cuándo las cosas van bien votan al PSOE y cuándo este ha creado una crisis la gente vota por mayoría absoluta al PP, ésto ha sido siempre así. URL",0
s_1465,En un país normal nos comerías los juegos por detrás y luego volverías a tu país de una patada en el culo.,1
s_3983,"Porque tambien tenemos de estos casos, pero si esperas cobrar del gobierno no debes sacarlas:
URL",0
s_3961,Eso es lo que digo yo siempre. No entiendo porqué tantas feministas apoyan la llegada de inmigrantes,0
s_3842,"Con 10 años de residencia LEGAL y CONTINUADA en España, puedes tramitar la nacionalidad española y así obtener el derecho a voto. Tuviste 7 AÑOS para hacerlo. No podrás votar básicamente porque no te dio la gana de realizar un simple trámite. A joderse, extranjera. URL",0
s_3394,Y que va a hacer Vox al respecto. Se puede derogar en un futuro?,0
s_3329,Si permanecemos en el pacto migratorio será nuestro final como país...,0
s_104,Perdona pero ese partido en España lleva varios años y no se ha fundado ahora por las políticas del psoe. Se llama VOX.,0
s_3055,"Déjalo, libremercado ha dicho que esos datos son malos, y eso es lo que importa. Ellos son los que saben de Economía
URL",0
s_1180,"Nunca había visto usar el término ""democrático"" para hacer cosas fascistas tanto como Podemos.

En su idea de país ""democrático"" no solo no caben los reyes magos, si no muchas otras cosas. Ni siquiera la oposición. Mucho ojito con ellos.",0
s_2818,"El mérito no es vuestro ""guapa"". El mérito es de las empresas, especialmente las pymes, y una reforma laboral que sigue funcionando, a vuestro pesar.",0
s_3636,Aberración TOTAL URL,0
s_2260,"No se obligo a nadie dice el iletrado:

URL",0
s_959,Otro tontolaba q no tiene ninguna ocurrencia mejor 🤦🏻‍♂️,0
s_2565,Una ninistra....,0
s_1433,"¿Y para qué vino a España?. ¿Acaso, Nuestra cultura nos ha dado desventajas?",0
s_2688,"sinceramente creo q si te llegarán problemas personales uno tras otro, dirías algo diferente. sabes muy bien q hay crisis energética:gas escaso y a precio +caro, transporte caro y bloqueado, inflación a tope pero transitoria. Lo q opinas indica q no te informas objetivamente.",0
s_684,"Se considera inmigración irregular (inmigración ilegal) al movimiento migratorio de personas a través de las fronteras sin atender los requerimientos legales del país de destino y muchas veces, también del país de procedencia. Pero lo dice la ley.",0
s_1596,Tú p**** madre negrooo,0
s_3976,"Si, mejor que un subdesarrolado ser como tu no intente cuestionarse nada.
Vete a ver el nuevo video de la coleta bolchevique que pierdes la fe en El Partido y te marcan como fascista.",0
s_4252,"Habrá que pedir explicaciones a quienes lo han consentido gracias al voto de muchos que igual se quejan
O no !!",0
s_3750,"Claro ejemplo la manada, 100% españoles todos y para mas colmo, 1 guardia civil y el otro militar. Si es que la gente que globaliza es a parte de ignorante, subnormal.",0
s_3440,Y sois los primeros que los contratáis porque le pagáis una mierda y sabéis que no van a protestar por no darle derechos... hipócritas.,1
s_2361,Pero sigue habiendo personas con 45 años cotizados que son penalizados si se jubilan anticipadamente.  GRANDES INJUSTICIAS.,0
s_891,Gran idea. Así los que no puedan pagar la subida saturarán más la Sanidad Pública URL,0
s_3417,"La inmigración controlada,es un deber,pero lo que quieren imponer es una invasión a nuestra cultura y nuestroa Derechos.

No a esa invasión!",1
s_1778,Lamentablemente sigue siendo una verguenza. Si no baja de 8% deberian de dimitir todos ustedes ya y dejar de dedicar tiempo a los que trabajan y preocuparse de los que no; que estamos en Europa por favor.,0
s_587,"La mayoría de los impuestos son de interés y necesidad públicos: sanidad, violencia de género y atención básica para la inmigración ilegal, etc... Todos son derechos. La tauromaquia no lo es, y sólo interesa a más bien pocos y decrece con los años.",0
s_48,"El Gobierno dará sanidad gratis a todos los inmigrantes ilegales, “gracias a nuestros impuestos”.
Mientras, para pagar la extra de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro.
#FronterasSeguras
#VOXAlCongreso
URL vía @user",1
s_2276,"El dato es bueno o malo según te lo quieran vender...
Si un gobierno aumenta el empleo público, baja el paro, pero si no tenemps dinero para mantener ese gasto público,  de algún lado tendrán que sacarlo....impuestos???",0
s_3079,"Jajajajajajaja, toda tu argumentacion es un vídeo de Rallo ""buloman"".
No hay más preguntas, señoría.",0
s_4015,"5.5 INMIGRACION
20 inmigrantes se fugan del Hospital de Alicante.

50 escapan en Murcia.

Llegan 20 pateras a las costas de Almería.

Frontex detecta 500 pateras preparadas para zarpar a España desde Argelia. (@user)

 URL",1
s_1626,¿Esto es en serio? 😳,0
s_3546,"¿Has probado a tomar fibra, Santi?",0
s_1264,"Y contra más pateras lleguen con los años!más crecerán partidos como podemos y terminarán ganando como en Estados Unidos gracias al voto inmigrante,con leyes beneficiarias para inmigrantes los demás sobramos",1
s_3476,"Menos mal que países como EEUU, Polonia, Austria o Australia ni han ido ni han firmado. Así esto es papel mojado, pero hay que estar atentos porque lo seguirán intentando!!",0
s_1561,"El diputado de Podemas,Serigne Mbayé,puede meterse sus opiniones por donde le quepan y si no le gustan nuestras tradiciones ni fiestas ya puede volverse por donde a venido.Ande ya a su poblado a correr delante de los leones a ver si se lo comen!!!!🖕🖕🖕🖕🖕",1
s_4066,"5.42 INMIGRACION
Lo q ocurre en Canarias no es un proceso migratorio. Es una invasión orquestada por  Marruecos y avalada por nuestro Gobierno. Y las consecuencias las sufriremos los de siempre,los ciudadanos de a pie. Ni Sánchez&amp; Iglesias y cia    lo sufriran jamas.
(@user )",1
s_2548,"Sois los trileros d la mentira, la censura, la falsedad. Cuando no mentís, vuestros medios callan, pero la verdad, aunque no qráis, llega hasta el último rincón, ya se sabe, el q calla otorga,  y cuando nó, mentís, pero la mentira tiene las patas muy cortas y se coge antes a un..",0
s_3521,"Señor Santiago, Esto aún puede tener solución? Es muy grave todo esto",0
s_2986,"Offu, por qué no puedo creer NADA de lo qué contáis??
Ah, ya…porque habéis mentido tannnnto…tannnto…",0
s_2955,"No es eso lo que dice el INE.
Con 1,4 millones de habitantes más que en 2008,
El 3T de 2021 hay menos ocupados:
20,031M frente a
20,556M del 3T de 2008

Empezada ya la crisis, con un paro del 11,23% que subía desde el 8,57% de 4T de 2007

Hoy 14,5%
Antes de la pandemia 13,78% URL",0
s_2673,¿Cuanto ha aumentado la población en 13 años?,0
s_1542,Mira vete a tomar por culo,0
s_1314,Este es más tonto que negro,0
s_2774,"No quiero faltarle al respeto, pero esa afirmación es propia de alguien que no conoce nada sobre la economía. En un mercado libre, es altamente improbable que tú puedas controlar (monopolisticamnete) un sector. Esto es fácilmente demostrable porque si vemos todos los que existen",0
s_2492,"Este es el problema de la extrema derecha, se ríen de vosotros vuestros políticos y luego nosotros, os toman por tontos y os creéis lo que nunca seréis. Y ya no hablar del ridículo que hacéis siendo simples obreros que votan ya no a la derecha, sinó a la extrema derecha",0
s_3729,"No , es MENTIRA q se haga",0
s_1654,Un negro racista que se avergüenza de ser negro.,0
s_3129,"A ver que dice ,Casado. A lo mejor va al parlamento europeo a quejarse...",0
s_396,Con ésto quieres dar a entender que apoyas la inmigración ilegal sin contratos ni derechos...para que puedas hacerte ensaladas de aguacate a buen precio??? Al final les das la razón...es lo que tiene la estupidez y los mantras.,0
s_2926,"Leelos tu, acostúmbrate a que no te den todo mascadito, y de paso si no te gusta la reforma ppra, no les votes",0
s_2203,Venezuela cuba no son países socialista??? Tienes menos cultura que una ameba....no me extraña que os engañen como os engañan,0
s_4075,"5.47 INMIGRACION
""Este se ha aprendido lo barato q es delinquir""
------
Rumano q vino a España a vivir de robar gracias a ntras leyes q permiten a un delincuente jactarse de robar 8mil€ en un día,ser detenido 14 veces y no estar en prisión.(@user)
URL",1
s_3852,"Si en 2016 se hubiese mantenido la misma tasa d agresor extranjero del 2003, las víctimas hubiesen sido 37 y no 44 URL",1
s_3627,"Elecciones ya, esto ya es demasiado",0
s_1939,Si ya prácticamente no queda gente en ERTE... Que castaña os habéis dado.,0
s_2878,"Infla que ?? ...nos gobiernan inutiles, podiamos poner un mono no creo que lo hiciese peor y fijo que al menos reiamos",0
s_2179,La mentira en todo su esplendor.,0
s_2487,"Este es el problema de los zurdos, vais haciendo el ridículo y no os enteráis.",0
s_4088,"5.56 INMIGRACION
""Hasta hace bien poco,esto, era impensable en CLineal (Madrid).
¿Cuantas inmigrantes, de esta orientacion hay en España.?
¿Hecho aislado?
--------------
Multiculturalidad enriquecedora aplicada en Ciudad Lineal (Madrid).
(@user)

URL",1
s_618,si claro pero todos los inmigrantes ilegales que vienen no son seres de luz precisamente y que el dinero de los españoles vaya a esa gente que luego no respeta normas y a los demás en vez de a españoles que lo necesitan o a otras cosas como pensiones o educación...pues no lo veo.,1
s_2635,"Deja ya de mentir, que 14,57% de paro no es para batir palmas",0
s_1615,"Sin devoción a pastor de feligresía alguna en política, aunque todavía con respeto por alguna buena gente metida en ella, a este señor no lo conozco para lo uno ni para lo otro, pero la noticia así contada, no ayuda a tener ni confirmar una idea y sí dudar de la fuente. Lo siento",0
s_3299,Y después los fascistas somos nosotros... 👏👏👏👏,0
s_3182,"Empresarios Iraníes disidentes del régimen.
Creo que no es lo mismo.",0
s_479,Hay que intentar que colaboren en la medida de lo posible. Los recursos no son inagotables,0
s_797,"Lo siento pero hay que tirar, es una salvajada pero resulta que el gobierno ahora adquiere poderes especiales para someternos pero a los inmigrantes ilegales nada, pobre gente que se juegan la vida pero tronco ya está bien.",1
s_1838,"Habéis aumentado artificialmente el empleo público, no se contabilizan los ERTEs y ha aumentado un 50% la población que está en la pobreza o en riesgo de pobreza. Menos gritos, Milagritos.",0
s_3734,"Hoy, @user presenta la mesa debate: Los derechos de las mujeres extranjeras víctimas de la violencia de genero organizadas por @user para conocer la situación, la normativa y los procedimientos que regulan los derechos de estas mujeres y los recursos de la AGE. URL",0
s_2906,"Efectivamente. Esto no va de personalismos sino de hacer política que mejore la vida de los ciudadanos.
Y eso se hace en EQUIPO.",0
s_1179,"La guerra cultural está en su apogeo, y de momento vamos perdiendo, así que... atentos...🤔🤔🤔",0
s_4104,"5.66 INMIGRACION.
""Dos marroquies.
*Juicio
*Cumplimiento de la pena y
*Expulsion
No hay otra forma de atajar el delito sobrevenido.""
-----------------
Detenidos 2 jóvenes por cortar la cara y el cuello a un chico para robarle el móvil en Moncloa(Madrid).   URL",1
s_1067,"¿ este gilipollas negro de qué país democrático viene ?
no sé que hace en Españislam
joder
que se vuelva a su paraíso de país
un parasito menos",1
s_4090,"5.58 INMIGRACION
""Ahora en Alcorcon(Madrid).
¿Legales? ¿Ilegales?.""
-----------------
Pelea multitudinaria con machetes, piedras y cuchillos en Madrid. No, no es Galapagar. Ocurre en un barrio humilde de una ciudad de sur de Madrid: Alcorcón.(@user) URL",1
s_746,"Mentira y lo sabes. Fake Cum Fraude Sánchez es el culpable, cortina de humo eres tú.",0
s_1631,Quiere influir en nuestra cultura. Justificar su papel político. Hablan lenguaje político y quieren q tu también. Hablan en politiques. Quieren normalizar discursos hasta influir en nuestra manera de pensar y vivir. La grandeza de la democracia a veces es patetica,1
s_1777,Dimite inútil y deja de chupar del bote. Menudo partido más puto inútil,0
s_1627,Si de verdad fuéramos un país democrático este individuo no estaría en españa,0
s_91,Un partido antiinmigración totalmente justificado,0
s_2406,"No me gusta el PSOE pero hay una pequeña diferencia con el PP, a ellos los condenaron por desviar fondos ilegalmente para pagar a los trabajadores, en cambio al PP lo condenaron por robar dinero para financiar campañas y para construir su nueva sede. Detallitos que llaman 😂😂😂",0
s_792,"Si, con el que no tienen",0
s_2104,Tu no ves nada más allá de las narices de tu barbie-ministra.,0
s_2563,¡Ostras! Ja ja ja ja ja Acabo de mentarles a la bicha yo también.,0
s_1722,"Para aquellos que dicen que se trata de inocentes criaturitas, que están faltos de amor y que son unos pobres angelitos incomprendidos.",1
s_2405,"Paro juveni y paro femenino en cifras record... Si, una buena noticia. Lárgate y déjanos en paz ministra comunista.",0
s_3269,"Y cabe añadir que cualquier restricción a la libertad de movimiento acaba afectando a todos los ciudadanos, no sólo a los immigrantes. Si el Estado puede exigirle a los inmigrantes enseñar los papeles... obviamente esto obliga a todos a llevarlos.",0
s_355,"Las listas de espera de la sanidad pública cada vez más largas y el gobierno okupa dando acceso a la sanidad a los ilegales. De gratis nada, lo pagan los españoles (e inmigrantes) que trabajan. La izquierda se va a cargar hasta una de las cosas que mejor funcionan en España.",1
s_3285,"Una cosa es lo que tú crees y otra los hechos. Tan sólo investiga un poquito lo que pasa en Suecia, ""la capital de las violaciones"" desde que se empezaron a aceptar inmigrantes ilegales.

Y yo no condeno a inocentes, condeno a ILEGALES y a criminales. +",1
s_1779,"Primero: Lee todo.
Segundo: Puse la que tenia a mano sin datos en el móvil, pero te invito a que me traigas la info actualizada de 2021 donde ese dato se contraiga.
Tercero: cada persona que sale de ERTE, no puede ir al paro por 6 meses.

 URL",0
s_1509,"Según el defraudador de impuestos podemita y vividor de todos los españoles ,a un negro no le cabe una corona en la cabeza, tiene que ser paje o mozo de almacén. En PODEMOS todos tienen el mismo cerebro que la mosca del vinagre.",0
s_4176,"El gobierno,ha traicionado a los canarios...",0
s_1193,No sé si reír o llorar de verdad,0
s_4159,"El 69% de las agresiones sexuales cometidas en manada son realizadas por inmigrantes.
 Datos del Ministerio del Interior.
URL URL",1
s_3401,Llegará nuestro momento y nos saldremos,0
s_2712,Bueno... veo que estas perdiendo las formas...  no me gusta discutir me prefiero dialogar y cambiar ideas o pensamientos aunque el que tenga enfrente piense todo lo contrario. Por cierto no sigo a ninguna secta. Buenas noches.,0
s_1308,Que se vaya a la mierda de voluntario antes de que lo mandemos nosotros.,0
s_4213,Es lo que tiene votar a quien votan... Espero q  en las siguiente lo tengan en cuenta... URL,0
s_1793,"Oye, Yoli, ¿qué me dices del casi 40% de paro juvenil?",0
s_946,Si no le gusta nuestras tradiciones tiene una solución muy sencilla. A tomar por culo,1
s_960,El que no tiene cabida es este delincuente.  Ya tardamos en devolverlo a su democrático país de origen.,1
s_1464,en un País democrático el que NO tiene cabida es usted!! Nunca antes se habló de que los Reyes Magos era una tradición racista hasta que llegó usted!! Su infelicidad por ser quien es no es responsabilidad más que de usted mismo!! Sinvergüenza!!,0
s_4125,"34.23 NO ES LO.MISMO
""Abascal, no es tan rigido""
--
Suiza,para obtener el permiso de residencia,tienes que presentar un contrato de trabajo q es sopesado por el dto de inmigración,tras  comprobar q en el paro no hay ningún suizo con tu misma profesión y q viva también en la zona",0
s_663,Más nos cuesta los evasores fiscales que es de dónde sale el dinero para la educación sanidad infraestructuras etc pero claro eso es más difícil echarle la culpa a cuatro negros es más facil eso se lo tragan los tontos más fácilmente .,0
s_2722,"Y el ipc solo en el 5,5%. Lo estáis haciendo todo de puta madre. A menos que lo del empleo sea gracias a vosotros y no tengáis nada que ver con el ipc, claro…",0
s_1434,Lástima no encontrarme con semejante alimaña. Ya le hubiera puesto andar encorvado por unos días.,0
s_1848,Pero si ella aún no ha hecho nada. Y menos mal!,0
s_848,"Fanfarronería de alguien que tiene la nevera llena,es ilegal,si,tambien lo es grabar a alguien sin su consentimiento y menos publicarlo a una red social cosa que haces tu.
Pd tuu no eres nadie para decirle nada,mamarracho,y ese inmigrante ilegal que critica,tu y vox,luego son ...",1
s_2831,"Menos mal que estoy yo de ministre, todo por la Matria",0
s_3156,"¿Pero el PP no controlaba la justicia y los jueces eran todos unos fachas? Mira, Escolar, aclaraos de una vez, que desde que os leo estáis acabando con mi salud mental.",0
s_1060,"Y yo, junto a millones de españoles pido, que se vaya a TPC.",0
s_1013,Que lo echen a su país YA,1
s_4229,"La solución es VOX. si no, disfruten de lo votado.",0
s_2262,"Muchas gracias señora Ministra, por todo lo que hace. Es la única que en medio de esta tormenta nos hace respirar tranquilos y nos inspira confianza. Felicidades por esa fortaleza y templanza y esa maestría en oratoria. Y por ese aguante a prueba de bomba.",0
s_3020,"Es curioso que en plena crisis energética, unos impuestos disparados y un turismo internacional en horas bajas haya más empleo. Venga, cuéntanos.",0
s_3350,"Nadie puede convertir el derecho a una vida digna en un derecho humano, porque ya lo es. Negarlo y atizar el fuego del miedo al inmigrante es la estrategia habitual del que pretende justificar el totalitarismo. Desde Hobbes no habeis inventado nada nuevo.",0
s_3226,"Aquí difiere un poco estrujando mi argumento digamos si no hay pelicilina el panadero se muere y si no hay panadero el de la penicilina se muere

Que cobren lo mismo es un poco estrujado...
Pero antiguamente el concepto trueque iba por necesidad...",0
s_225,Esta claro el dinero público no es de nadie para estos y después los 🐑🐑🐑🐑 que les votaron llamaran al PP para que lo arregle URL,0
s_1603,"Puto pais de risa que un chaval que a estudiao toda su vida no tenga curro y este puto personaje sea diputado, pero que mierda de pais es este, que verguenza compartir sociedad con la mayoria de vosotros.",0
s_1808,"Ahhh, perdón... debe ser que el progreso eran los millones de parados que había con otros partidos y mi congelación de sueldo 5 años mientras gobernada el @user Eso sí que era progreso!""! jajaja de traca!!",0
s_2309,ERES SIMEMENTE UN DEMAGOGO SECTARIO. UN LACAYO DEL PUTO GOBIERNO que es capsz de seguir echando leña al fuego cuando se quema la casa diciendo que hay gdnte que está pasando frío. La única razón que no hemos tenido default es el BCE. La confianza internacional es 0 Dumbass,0
s_3716,El rey de Moroco con un cañón de circo,0
s_2528,"Menudo zasca te han metido, cierra la puerta al salir.",0
s_2463,"Si continúas leyendo a partir del signo de interrogación, figura, verás a lo que me refiero. Algunos ministros anteriores también consiguieron bajar el paro, con Aznar por debajo del 10% con ZP cerca del 8%…estamos al 15%",0
s_1126,"Aquel inmigrante que no se adapte o no respete nuestra lengua, nuestra cultura y nuestras costumbres debería ser expulsado además de revocarle indefinidamente la nacionalidad Española.
Se rien de Este País porque permitimos que nos vistan de Payas@",1
s_2146,"Yo estoy igual con unos que con otros, me saquean igual a impuestos y no recibo prácticamente nada por no decir nada; indiferentemente que gobiernen unos u otros. Dónde quedó lo de los 3 SMI.",0
s_3367,"Pacto, ahhh q no entendéis el significado.",0
s_4240,"Es terrible, que barbaridad.",0
s_3408,Estando Sanchez y la ONU de por medio seguro que el tratado es mortal para los españoles.,0
s_1386,Hola @user tú cabes aquí gracias a que este país es una democracia. No vengas a destruir nuestras tradiciones y muestra respeto,1
s_3100,"Y a eso súmale el problema, de escasez de oferta y demanda disparada. No hay materias primas porque China está acaparando todo. China es un cáncer para el mundo, contaminante, expansionista, dictador. Ls dictadura perfecta bajo el paraguas del socialismo asesino.",0
s_4265,"Se entiende como 'toma pacífica' la llegada diaria a las islas de numerosas barcazas con una media de 400-600 musulmanes.
En el sur de Tenerife la situación de miles de marroquíes deambulando y malviviendo por las calles en algunos pueblos costeros, es cada día más preocupante.",1
s_4127,Se saben impunes en españa.,0
s_84,Estos personajes son los que nos están haciendo xenófobos. A ellos con su hipocresía hay que agradecerselo.,0
s_3158,"Que cara tienen estos, es tremendo",0
s_1155,"Pues coge las maletas y vuelve a África, ese continente lleno de ""países democráticos"".",1
s_364,"El patriotismo consiste en cotizar aquí todo lo que queráis para pagar los ere de Andalucia, la sanidad y educación gratuita a todos los inmigrantes ilegales, y demás ocurrencias podemitas!!",1
s_1946,"Veo que no te has enterado que se prohibió despedir a las empresas y se les obligó a meter a los trabajadores en ERTE.

Venga campeón, empeza a leer noticias desde hace un par de años que vas tarde.",0
s_551,"Cómo se puede llegar a escribir así... pensar así... qué fácil y gratuito es  opinar chorradas, y qué poca memoria... mi padre, por desgracia y como consecuencia de una guerra, tuvo que ser emigrante en Suiza... los españoles somos un pueblo emigrante... respecto por favor",0
s_256,Menudas leyes de 💩💩💩hacen estas 🐀🐀🐀 socialistas,0
s_598,"“Hay que terminar con la sanidad universal a los inmigrantes”. Es decir, hay que dejar que los seres humanos que no han tenido el increíble acierto, el asombroso mérito de ser expulsados de un coño en territorio español se mueran en la calle. Estás enfermo @user",1
s_3446,"Para estar ""amordazado"", usted no para de hablar...",0
s_3392,"En ningún momento hablan de hacerla legal, es más, quieren evitarla y fomentar la legal
URL",0
s_1651,"Le están revisando hacienda las cuentas Sirigne.Creo que encontraríamos mucho ""negro""",0
s_2393,"Bienvenida, ahora a mantener a toda la panda de vagos que no curran. Al menos toco a algo menos .",0
s_3335,"...y no solo a nosotros...a los propios países de origen de esa inmigración los conducen a la miseria perpetua porque sin rrhh jamás podrán prosperar ni la inversión productiva podrá acudir. Se adueñarán de sus recursos, como china,y negarán la libertad individual,el sueño progre",0
s_2652,"Si gobernara la derecha, dirían que es empleo basura, como gobiernan los rojos, lo dejan simplemente en empleo.",0
s_1833,"No los despedirán a ellos, despedirán a todos cuando quiebren la empresa. Esa es la mentalidad cortoplacista socislista.",0
s_875,"Pero los de la patera, no se están manifestando. Lleves o no mascarilla estas promoviendo una idea en contra de la salud pública.",0
s_339,"Es incomprensible que millones de personas, previsiblemente, sigan votando al PSOE.",0
s_1636,Lo que me parece más absurdo es que digan que es racista pintar a un blanco de negro para una tradición que alegra a los niños. La izquierda cada día se supera en tontería xD,0
s_999,Este es muy tonto por muy temprano que se levante... Que me explique dónde está el racismo!!!,0
s_445,"Pues yo encantado de acoger, como muchísima gente hace y que ya no podría hacer porque los de V0X no dejarían ni que entraran, ¿me estás dando la razón? oye te lo agradezco eh",0
s_1374,Que se vaya a tomar porsaco,0
s_42,"Manda cojones, por pertenecer al ejercito, tienes el ISFAS, si se te ocurre aparecer por la seguridad social, primero por la visita te mandan una factura que mete miedo y luego te amenazan por si no consigues que se la paguen, pero si vienes de fuera no hay problema",1
s_1484,Estáis como una puta cabra,0
s_3231,"Primero que lo asuma quien a tenido en su congreso nacional a los dos mayores de este país, por lo menos el PSOE se ha cortado un pelo y ya lo ha echado.",0
s_2992,Pero que dices? JAJAJAJAJA yo encantada de qhe baje el paro pero es que NO es verdad. Eso es lo que critico 1) que tergiverse datos para mentir y 2) que sea una incoherente. O hay precariedad laboral y hace falta derogación o hay recuperación justa y no hace falta. Canta canta,0
s_2843,"Pues curiosamente si, con 24 años y hasta los 26. Sigue abierta y la lleva mi hermano 15 años después.

Y la subida la tenemos que aplicar en las demas categorías.

Besis",0
s_1728,"Espero que seas el siguiente.

URL",0
s_3370,"a ti te falta la primaria en escuela pública, parásito social, te falta un cojón, como a Franco? pareces acomplejao actual, eres de chiste! jajajajajjaaaa",0
s_1474,"Racista eres tú Mbaye
Inútil, irrespetuoso y nesciente pues todos tus argumentos se reducen al mismo mantra.
Eres  una fabrica de hacer racistas y con ello insultas a quien te paga.
Sinvergüenza!!",0
s_4153,Cárcel tras acusar a su expareja de rociarle la vagina con pegamento URL,0
s_2643,"Desgraciadamente en las Fuerzas Armadas sigue saliendo gente por cumplir 45 años. @user seguirá intentando parar esto
URL",0
s_2671,"Los impuestos reducen la inflación, pedazo de indocumentado",0
s_3723,Y yo sigo sin saber cómo son los menores eyectados a un país extranjero.,0
s_3773,"A la hora de elaborar estrategias. Las violaciones ""solas y borrachas"" las cometen en un 48% varones de nacionalidad extranjera, y las ""en manada"", menos frecuentes, en un 69%.

Un saludo.",1
s_236,"Desde mi punto de vista, el gobierno lo que debería, es hacer participe a toda Europa de este problema que tenemos en España con respecto a la inmigración.

Gracias Susana por acordarte siempre de la #EquiparacionYa, desde @user no nos rendimos

@user
@user",0
