id,text,label_pred1,label_pred2,label_pred3,gold_label_pred
d_707_01,"para ofrecer condiciones dignas a los españoles, deberia de ser españa un pais no capitalista.",0,0,0,0
d_2353_05,somos corderitos en manos de degolladores de gaznates.,0,0,1,0
d_1137_02,se me ha exigido un certificado de antecedentes penales de mi país de origen apostillado por la haya y el respectivo viaje a argentina para tramitarlo.,0,0,0,0
d_1189_08,son parasitos.,0,0,0,0
d_967_06,luego es muy caro y largo para la gente de su país recuperar al menor.,1,1,1,1
d_2421_02,todo el mundo se ríe de nosotros y nos toman por el pito del sereno.,0,0,0,0
d_1661_02,con ello le estamos haciendo el juego al moro.,0,0,0,0
d_150_08,"no todos los lideres que han sembrado miseria han usado la religion para alcanzar sus objetivos, pero si todos han usado el odio.",0,0,0,0
d_188_03,"y en el norte tendrían que haber dicho antes aquello de ""basta ya"".",0,0,0,0
d_1514_04,"sin embargo no tenemos esta avalancha de fotos, aparición en redes sociales...de tantos miles que están en otra cosa, dando su vida de verdad y dedicados a actuaciones efectivas para mejorar la vida de desfavorecidos, sin fotos, llantos, abrazos, bailes,...",1,1,1,1
d_2264_01,con el culo al aire,0,0,0,0
d_2059_02,o al otro juez que simultaneamente dejaba en prisión a un hombre de casi 80 años por defenderse en su casa de un asalto?,0,0,0,0
d_1648_02,"cuando los abuelos se morian solos como ""perros"" en las residencias, no he visto ni tanto afán ni tantos abrazos de cruz roja.",0,0,0,0
d_886_02,se lo van a pensar dos veces estos tipos de delincuentes...,0,0,0,0
d_1741_02,por mi encantado.,0,0,0,0
d_1473_01,"yo no puedo abrazar a mi madre desde hace un año y medio casi, pero esta chica si puede abrazar a un extranjero, sin mascarilla, que ilegalmente ha cruzado la frontera, y que viene de estar conviviendo con cientos de personas sin tener la más mínima seguridad frente al covid, sinceramente me parece una irresponsable pq el abrazo no era necesario en ningún caso, y si el repartir mantas, asistir a los que tuvieran hipotermia o cualquier herida de gravedad, que para eso están.",1,1,1,1
d_1120_01,entonces cuando te ataquen te tienes que comparecer de ellos?,0,0,0,0
d_1035_01,"si después de lo que ha vivido la víctima y su hija piensan que el problema es que están mal atendidos y como un rebaño de cabras, es que esta sociedad ya no tiene remedio...",1,1,1,1
d_290_01,los mejores y los más valientes,0,0,0,0
d_700_02,en el 95 ya había pasado mi primera crisis gracias a los socialistas.,0,0,0,0
d_1922_01,"sí, pobrecitos que no pueden robar y violar impunemente en su país, qué pena dan.",1,1,1,1
d_330_01,"los mejores, los más valientes y preparados.",0,0,0,0
d_455_03,"es lo que necesitamos, ver a toda la peor gentuza de áfrica por nuestras calles, psicópatas, ladrones, asesinos, violadores, sin ningún control.",1,1,1,1
d_2088_02,"el verdadero altruismo es el discreto, el que disfrutas tu a nivel interior porque sabes que haces lo correcto, sin necesidad de pregonarlo a los cuatro vientos.",0,0,0,0
d_501_01,"se que estás de coña pero emigrante es el que se va, independientemente de otros factores e inmigrante es el que llega, es decir para nosotros son inmigrantes, de verdad hay peña que dice eso en serio?",1,1,1,1
d_1243_04,recordad que los culpables de todo esto son los políticos que hacen las leyes o que acatan las injustas que vienen de europa.,0,0,0,0
d_2467_04,"pelele, dimite",0,0,0,0
d_584_01,"y 600000 votos más, para el pandemias.",0,0,0,0
d_2493_03,"los españoles, con sus votos, se han dejado llevar al infierno.",1,0,0,0
d_2244_01,¿pero que alma se te va a caer a tí?,0,0,0,0
d_1799_01,"vd y el gob. no entienden nada, lea mis com.",0,0,0,0
d_1147_01,¡¡¡qué asco de gentuza!!!,0,0,0,0
d_568_03,"marca psoe, más paguitas y más votos para esta gentuza!",1,1,1,1
